,Year,Month,Day,Extent 10^6 sq km,Miassing 10^6 sq km,Source Data,datetime,jday
6878,2002,3,3,15.441,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.03.03/nt_20020303_f13_v1.1_n.bin'],2002-03-03,62
6879,2002,3,4,15.404,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.03.04/nt_20020304_f13_v1.1_n.bin'],2002-03-04,63
6880,2002,3,5,15.359,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.03.05/nt_20020305_f13_v1.1_n.bin'],2002-03-05,64
6881,2002,3,6,15.427,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.03.06/nt_20020306_f13_v1.1_n.bin'],2002-03-06,65
6882,2002,3,7,15.421,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.03.07/nt_20020307_f13_v1.1_n.bin'],2002-03-07,66
6883,2002,3,8,15.555,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.03.08/nt_20020308_f13_v1.1_n.bin'],2002-03-08,67
6884,2002,3,9,15.624,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.03.09/nt_20020309_f13_v1.1_n.bin'],2002-03-09,68
6885,2002,3,10,15.536,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.03.10/nt_20020310_f13_v1.1_n.bin'],2002-03-10,69
6886,2002,3,11,15.611,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.03.11/nt_20020311_f13_v1.1_n.bin'],2002-03-11,70
6887,2002,3,12,15.511,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.03.12/nt_20020312_f13_v1.1_n.bin'],2002-03-12,71
6888,2002,3,13,15.572,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.03.13/nt_20020313_f13_v1.1_n.bin'],2002-03-13,72
6889,2002,3,14,15.611,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.03.14/nt_20020314_f13_v1.1_n.bin'],2002-03-14,73
6890,2002,3,15,15.576,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.03.15/nt_20020315_f13_v1.1_n.bin'],2002-03-15,74
6891,2002,3,16,15.489,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.03.16/nt_20020316_f13_v1.1_n.bin'],2002-03-16,75
6892,2002,3,17,15.402,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.03.17/nt_20020317_f13_v1.1_n.bin'],2002-03-17,76
6893,2002,3,18,15.396,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.03.18/nt_20020318_f13_v1.1_n.bin'],2002-03-18,77
6894,2002,3,19,15.346,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.03.19/nt_20020319_f13_v1.1_n.bin'],2002-03-19,78
6895,2002,3,20,15.312,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.03.20/nt_20020320_f13_v1.1_n.bin'],2002-03-20,79
6896,2002,3,21,15.282,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.03.21/nt_20020321_f13_v1.1_n.bin'],2002-03-21,80
6897,2002,3,22,15.211,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.03.22/nt_20020322_f13_v1.1_n.bin'],2002-03-22,81
6898,2002,3,23,15.265,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.03.23/nt_20020323_f13_v1.1_n.bin'],2002-03-23,82
6899,2002,3,24,15.224,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.03.24/nt_20020324_f13_v1.1_n.bin'],2002-03-24,83
6900,2002,3,25,15.183,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.03.25/nt_20020325_f13_v1.1_n.bin'],2002-03-25,84
6901,2002,3,26,15.114,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.03.26/nt_20020326_f13_v1.1_n.bin'],2002-03-26,85
6902,2002,3,27,15.173,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.03.27/nt_20020327_f13_v1.1_n.bin'],2002-03-27,86
6903,2002,3,28,15.126,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.03.28/nt_20020328_f13_v1.1_n.bin'],2002-03-28,87
6904,2002,3,29,14.991,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.03.29/nt_20020329_f13_v1.1_n.bin'],2002-03-29,88
6905,2002,3,30,14.931,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.03.30/nt_20020330_f13_v1.1_n.bin'],2002-03-30,89
6906,2002,3,31,14.882,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.03.31/nt_20020331_f13_v1.1_n.bin'],2002-03-31,90
6907,2002,4,1,14.885,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.04.01/nt_20020401_f13_v1.1_n.bin'],2002-04-01,91
6908,2002,4,2,14.72,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.04.02/nt_20020402_f13_v1.1_n.bin'],2002-04-02,92
6909,2002,4,3,14.694,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.04.03/nt_20020403_f13_v1.1_n.bin'],2002-04-03,93
6910,2002,4,4,14.649,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.04.04/nt_20020404_f13_v1.1_n.bin'],2002-04-04,94
6911,2002,4,5,14.609,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.04.05/nt_20020405_f13_v1.1_n.bin'],2002-04-05,95
6912,2002,4,6,14.609,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.04.06/nt_20020406_f13_v1.1_n.bin'],2002-04-06,96
6913,2002,4,7,14.585,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.04.07/nt_20020407_f13_v1.1_n.bin'],2002-04-07,97
6914,2002,4,8,14.543,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.04.08/nt_20020408_f13_v1.1_n.bin'],2002-04-08,98
6915,2002,4,9,14.481,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.04.09/nt_20020409_f13_v1.1_n.bin'],2002-04-09,99
6916,2002,4,10,14.428,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.04.10/nt_20020410_f13_v1.1_n.bin'],2002-04-10,100
6917,2002,4,11,14.321,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.04.11/nt_20020411_f13_v1.1_n.bin'],2002-04-11,101
6918,2002,4,12,14.336,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.04.12/nt_20020412_f13_v1.1_n.bin'],2002-04-12,102
6919,2002,4,13,14.379,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.04.13/nt_20020413_f13_v1.1_n.bin'],2002-04-13,103
6920,2002,4,14,14.381,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.04.14/nt_20020414_f13_v1.1_n.bin'],2002-04-14,104
6921,2002,4,15,14.36,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.04.15/nt_20020415_f13_v1.1_n.bin'],2002-04-15,105
6922,2002,4,16,14.369,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.04.16/nt_20020416_f13_v1.1_n.bin'],2002-04-16,106
6923,2002,4,17,14.329,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.04.17/nt_20020417_f13_v1.1_n.bin'],2002-04-17,107
6924,2002,4,18,14.265,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.04.18/nt_20020418_f13_v1.1_n.bin'],2002-04-18,108
6925,2002,4,19,14.184,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.04.19/nt_20020419_f13_v1.1_n.bin'],2002-04-19,109
6926,2002,4,20,14.223,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.04.20/nt_20020420_f13_v1.1_n.bin'],2002-04-20,110
6927,2002,4,21,14.183,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.04.21/nt_20020421_f13_v1.1_n.bin'],2002-04-21,111
6928,2002,4,22,14.15,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.04.22/nt_20020422_f13_v1.1_n.bin'],2002-04-22,112
6929,2002,4,23,14.097,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.04.23/nt_20020423_f13_v1.1_n.bin'],2002-04-23,113
6930,2002,4,24,14.054,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.04.24/nt_20020424_f13_v1.1_n.bin'],2002-04-24,114
6931,2002,4,25,14.075,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.04.25/nt_20020425_f13_v1.1_n.bin'],2002-04-25,115
6932,2002,4,26,13.945,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.04.26/nt_20020426_f13_v1.1_n.bin'],2002-04-26,116
6933,2002,4,27,13.867,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.04.27/nt_20020427_f13_v1.1_n.bin'],2002-04-27,117
6934,2002,4,28,13.768,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.04.28/nt_20020428_f13_v1.1_n.bin'],2002-04-28,118
6935,2002,4,29,13.79,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.04.29/nt_20020429_f13_v1.1_n.bin'],2002-04-29,119
6936,2002,4,30,13.704,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.04.30/nt_20020430_f13_v1.1_n.bin'],2002-04-30,120
6937,2002,5,1,13.527,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.05.01/nt_20020501_f13_v1.1_n.bin'],2002-05-01,121
6938,2002,5,2,13.508,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.05.02/nt_20020502_f13_v1.1_n.bin'],2002-05-02,122
6939,2002,5,3,13.481,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.05.03/nt_20020503_f13_v1.1_n.bin'],2002-05-03,123
6940,2002,5,4,13.482,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.05.04/nt_20020504_f13_v1.1_n.bin'],2002-05-04,124
6941,2002,5,5,13.384,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.05.05/nt_20020505_f13_v1.1_n.bin'],2002-05-05,125
6942,2002,5,6,13.341,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.05.06/nt_20020506_f13_v1.1_n.bin'],2002-05-06,126
6943,2002,5,7,13.346,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.05.07/nt_20020507_f13_v1.1_n.bin'],2002-05-07,127
6944,2002,5,8,13.321,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.05.08/nt_20020508_f13_v1.1_n.bin'],2002-05-08,128
6945,2002,5,9,13.265,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.05.09/nt_20020509_f13_v1.1_n.bin'],2002-05-09,129
6946,2002,5,10,13.227,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.05.10/nt_20020510_f13_v1.1_n.bin'],2002-05-10,130
6947,2002,5,11,13.197,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.05.11/nt_20020511_f13_v1.1_n.bin'],2002-05-11,131
6948,2002,5,12,13.214,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.05.12/nt_20020512_f13_v1.1_n.bin'],2002-05-12,132
6949,2002,5,13,13.119,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.05.13/nt_20020513_f13_v1.1_n.bin'],2002-05-13,133
6950,2002,5,14,13.084,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.05.14/nt_20020514_f13_v1.1_n.bin'],2002-05-14,134
6951,2002,5,15,13.076,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.05.15/nt_20020515_f13_v1.1_n.bin'],2002-05-15,135
6952,2002,5,16,13.049,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.05.16/nt_20020516_f13_v1.1_n.bin'],2002-05-16,136
6953,2002,5,17,12.974,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.05.17/nt_20020517_f13_v1.1_n.bin'],2002-05-17,137
6954,2002,5,18,12.947,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.05.18/nt_20020518_f13_v1.1_n.bin'],2002-05-18,138
6955,2002,5,19,12.876,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.05.19/nt_20020519_f13_v1.1_n.bin'],2002-05-19,139
6956,2002,5,20,12.755,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.05.20/nt_20020520_f13_v1.1_n.bin'],2002-05-20,140
6957,2002,5,21,12.724,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.05.21/nt_20020521_f13_v1.1_n.bin'],2002-05-21,141
6958,2002,5,22,12.677,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.05.22/nt_20020522_f13_v1.1_n.bin'],2002-05-22,142
6959,2002,5,23,12.668,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.05.23/nt_20020523_f13_v1.1_n.bin'],2002-05-23,143
6960,2002,5,24,12.658,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.05.24/nt_20020524_f13_v1.1_n.bin'],2002-05-24,144
6961,2002,5,25,12.55,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.05.25/nt_20020525_f13_v1.1_n.bin'],2002-05-25,145
6962,2002,5,26,12.505,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.05.26/nt_20020526_f13_v1.1_n.bin'],2002-05-26,146
6963,2002,5,27,12.5,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.05.27/nt_20020527_f13_v1.1_n.bin'],2002-05-27,147
6964,2002,5,28,12.465,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.05.28/nt_20020528_f13_v1.1_n.bin'],2002-05-28,148
6965,2002,5,29,12.417,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.05.29/nt_20020529_f13_v1.1_n.bin'],2002-05-29,149
6966,2002,5,30,12.402,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.05.30/nt_20020530_f13_v1.1_n.bin'],2002-05-30,150
6967,2002,5,31,12.35,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.05.31/nt_20020531_f13_v1.1_n.bin'],2002-05-31,151
6968,2002,6,1,12.239,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.06.01/nt_20020601_f13_v1.1_n.bin'],2002-06-01,152
6969,2002,6,2,12.152,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.06.02/nt_20020602_f13_v1.1_n.bin'],2002-06-02,153
6970,2002,6,3,12.108,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.06.03/nt_20020603_f13_v1.1_n.bin'],2002-06-03,154
6971,2002,6,4,12.077,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.06.04/nt_20020604_f13_v1.1_n.bin'],2002-06-04,155
6972,2002,6,5,12.0,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.06.05/nt_20020605_f13_v1.1_n.bin'],2002-06-05,156
6973,2002,6,6,12.012,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.06.06/nt_20020606_f13_v1.1_n.bin'],2002-06-06,157
6974,2002,6,7,11.982,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.06.07/nt_20020607_f13_v1.1_n.bin'],2002-06-07,158
6975,2002,6,8,11.924,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.06.08/nt_20020608_f13_v1.1_n.bin'],2002-06-08,159
6976,2002,6,9,11.894,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.06.09/nt_20020609_f13_v1.1_n.bin'],2002-06-09,160
6977,2002,6,10,11.838,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.06.10/nt_20020610_f13_v1.1_n.bin'],2002-06-10,161
6978,2002,6,11,11.822,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.06.11/nt_20020611_f13_v1.1_n.bin'],2002-06-11,162
6979,2002,6,12,11.77,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.06.12/nt_20020612_f13_v1.1_n.bin'],2002-06-12,163
6980,2002,6,13,11.738,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.06.13/nt_20020613_f13_v1.1_n.bin'],2002-06-13,164
6981,2002,6,14,11.696,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.06.14/nt_20020614_f13_v1.1_n.bin'],2002-06-14,165
6982,2002,6,15,11.636,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.06.15/nt_20020615_f13_v1.1_n.bin'],2002-06-15,166
6983,2002,6,16,11.585,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.06.16/nt_20020616_f13_v1.1_n.bin'],2002-06-16,167
6984,2002,6,17,11.534,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.06.17/nt_20020617_f13_v1.1_n.bin'],2002-06-17,168
6985,2002,6,18,11.489,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.06.18/nt_20020618_f13_v1.1_n.bin'],2002-06-18,169
6986,2002,6,19,11.439,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.06.19/nt_20020619_f13_v1.1_n.bin'],2002-06-19,170
6987,2002,6,20,11.378,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.06.20/nt_20020620_f13_v1.1_n.bin'],2002-06-20,171
6988,2002,6,21,11.365,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.06.21/nt_20020621_f13_v1.1_n.bin'],2002-06-21,172
6989,2002,6,22,11.356,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.06.22/nt_20020622_f13_v1.1_n.bin'],2002-06-22,173
6990,2002,6,23,11.331,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.06.23/nt_20020623_f13_v1.1_n.bin'],2002-06-23,174
6991,2002,6,24,11.259,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.06.24/nt_20020624_f13_v1.1_n.bin'],2002-06-24,175
6992,2002,6,25,11.176,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.06.25/nt_20020625_f13_v1.1_n.bin'],2002-06-25,176
6993,2002,6,26,11.056,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.06.26/nt_20020626_f13_v1.1_n.bin'],2002-06-26,177
6994,2002,6,27,11.064,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.06.27/nt_20020627_f13_v1.1_n.bin'],2002-06-27,178
6995,2002,6,28,10.955,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.06.28/nt_20020628_f13_v1.1_n.bin'],2002-06-28,179
6996,2002,6,29,10.86,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.06.29/nt_20020629_f13_v1.1_n.bin'],2002-06-29,180
6997,2002,6,30,10.767,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.06.30/nt_20020630_f13_v1.1_n.bin'],2002-06-30,181
6998,2002,7,1,10.575,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.07.01/nt_20020701_f13_v1.1_n.bin'],2002-07-01,182
6999,2002,7,2,10.556,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.07.02/nt_20020702_f13_v1.1_n.bin'],2002-07-02,183
7000,2002,7,3,10.556,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.07.03/nt_20020703_f13_v1.1_n.bin'],2002-07-03,184
7001,2002,7,4,10.511,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.07.04/nt_20020704_f13_v1.1_n.bin'],2002-07-04,185
7002,2002,7,5,10.436,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.07.05/nt_20020705_f13_v1.1_n.bin'],2002-07-05,186
7003,2002,7,6,10.315,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.07.06/nt_20020706_f13_v1.1_n.bin'],2002-07-06,187
7004,2002,7,7,10.204,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.07.07/nt_20020707_f13_v1.1_n.bin'],2002-07-07,188
7005,2002,7,8,10.086,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.07.08/nt_20020708_f13_v1.1_n.bin'],2002-07-08,189
7006,2002,7,9,10.066,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.07.09/nt_20020709_f13_v1.1_n.bin'],2002-07-09,190
7007,2002,7,10,9.986,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.07.10/nt_20020710_f13_v1.1_n.bin'],2002-07-10,191
7008,2002,7,11,9.733,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.07.11/nt_20020711_f13_v1.1_n.bin'],2002-07-11,192
7009,2002,7,12,9.647,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.07.12/nt_20020712_f13_v1.1_n.bin'],2002-07-12,193
7010,2002,7,13,9.61,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.07.13/nt_20020713_f13_v1.1_n.bin'],2002-07-13,194
7011,2002,7,14,9.525,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.07.14/nt_20020714_f13_v1.1_n.bin'],2002-07-14,195
7012,2002,7,15,9.398,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.07.15/nt_20020715_f13_v1.1_n.bin'],2002-07-15,196
7013,2002,7,16,9.322,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.07.16/nt_20020716_f13_v1.1_n.bin'],2002-07-16,197
7014,2002,7,17,9.205,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.07.17/nt_20020717_f13_v1.1_n.bin'],2002-07-17,198
7015,2002,7,18,9.081,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.07.18/nt_20020718_f13_v1.1_n.bin'],2002-07-18,199
7016,2002,7,19,8.986,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.07.19/nt_20020719_f13_v1.1_n.bin'],2002-07-19,200
7017,2002,7,20,8.881,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.07.20/nt_20020720_f13_v1.1_n.bin'],2002-07-20,201
7018,2002,7,21,8.799,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.07.21/nt_20020721_f13_v1.1_n.bin'],2002-07-21,202
7019,2002,7,22,8.675,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.07.22/nt_20020722_f13_v1.1_n.bin'],2002-07-22,203
7020,2002,7,23,8.461,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.07.23/nt_20020723_f13_v1.1_n.bin'],2002-07-23,204
7021,2002,7,24,8.428,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.07.24/nt_20020724_f13_v1.1_n.bin'],2002-07-24,205
7022,2002,7,25,8.446,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.07.25/nt_20020725_f13_v1.1_n.bin'],2002-07-25,206
7023,2002,7,26,8.246,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.07.26/nt_20020726_f13_v1.1_n.bin'],2002-07-26,207
7024,2002,7,27,8.086,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.07.27/nt_20020727_f13_v1.1_n.bin'],2002-07-27,208
7025,2002,7,28,8.006,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.07.28/nt_20020728_f13_v1.1_n.bin'],2002-07-28,209
7026,2002,7,29,7.992,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.07.29/nt_20020729_f13_v1.1_n.bin'],2002-07-29,210
7027,2002,7,30,7.911,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.07.30/nt_20020730_f13_v1.1_n.bin'],2002-07-30,211
7028,2002,7,31,7.77,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.07.31/nt_20020731_f13_v1.1_n.bin'],2002-07-31,212
7029,2002,8,1,7.588,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.08.01/nt_20020801_f13_v1.1_n.bin'],2002-08-01,213
7030,2002,8,2,7.495,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.08.02/nt_20020802_f13_v1.1_n.bin'],2002-08-02,214
7031,2002,8,3,7.444,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.08.03/nt_20020803_f13_v1.1_n.bin'],2002-08-03,215
7032,2002,8,4,7.472,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.08.04/nt_20020804_f13_v1.1_n.bin'],2002-08-04,216
7033,2002,8,5,7.331,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.08.05/nt_20020805_f13_v1.1_n.bin'],2002-08-05,217
7034,2002,8,6,7.251,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.08.06/nt_20020806_f13_v1.1_n.bin'],2002-08-06,218
7035,2002,8,7,7.148,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.08.07/nt_20020807_f13_v1.1_n.bin'],2002-08-07,219
7036,2002,8,8,7.064,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.08.08/nt_20020808_f13_v1.1_n.bin'],2002-08-08,220
7037,2002,8,9,6.868,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.08.09/nt_20020809_f13_v1.1_n.bin'],2002-08-09,221
7038,2002,8,10,6.809,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.08.10/nt_20020810_f13_v1.1_n.bin'],2002-08-10,222
7039,2002,8,11,6.76,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.08.11/nt_20020811_f13_v1.1_n.bin'],2002-08-11,223
7040,2002,8,12,6.704,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.08.12/nt_20020812_f13_v1.1_n.bin'],2002-08-12,224
7041,2002,8,13,6.642,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.08.13/nt_20020813_f13_v1.1_n.bin'],2002-08-13,225
7042,2002,8,14,6.6,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.08.14/nt_20020814_f13_v1.1_n.bin'],2002-08-14,226
7043,2002,8,15,6.631,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.08.15/nt_20020815_f13_v1.1_n.bin'],2002-08-15,227
7044,2002,8,16,6.54,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.08.16/nt_20020816_f13_v1.1_n.bin'],2002-08-16,228
7045,2002,8,17,6.434,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.08.17/nt_20020817_f13_v1.1_n.bin'],2002-08-17,229
7046,2002,8,18,6.389,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.08.18/nt_20020818_f13_v1.1_n.bin'],2002-08-18,230
7047,2002,8,19,6.317,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.08.19/nt_20020819_f13_v1.1_n.bin'],2002-08-19,231
7048,2002,8,20,6.275,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.08.20/nt_20020820_f13_v1.1_n.bin'],2002-08-20,232
7049,2002,8,21,6.241,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.08.21/nt_20020821_f13_v1.1_n.bin'],2002-08-21,233
7050,2002,8,22,6.209,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.08.22/nt_20020822_f13_v1.1_n.bin'],2002-08-22,234
7051,2002,8,23,6.209,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.08.23/nt_20020823_f13_v1.1_n.bin'],2002-08-23,235
7052,2002,8,24,6.141,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.08.24/nt_20020824_f13_v1.1_n.bin'],2002-08-24,236
7053,2002,8,25,6.157,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.08.25/nt_20020825_f13_v1.1_n.bin'],2002-08-25,237
7054,2002,8,26,6.071,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.08.26/nt_20020826_f13_v1.1_n.bin'],2002-08-26,238
7055,2002,8,27,5.997,0, ['/ecs/DP1/PM/NSIDC-0051.001/2002.08.27/nt_20020827_f13_v1.1_n.bin'],2002-08-27,239
